what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327389076606
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327389077903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327389271387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327389272153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390019778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390022325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390116403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327390118747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390123528
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390123700
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327390126106
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327390126309
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1327390128153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390131872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390194684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390194825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390195262
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1327390196637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390196700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390197528
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.run",1327390201059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390202887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390294090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390294247
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390294669
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1327390296059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390298403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390432278
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1327390435137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390435153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390438215
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327390444559
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327390444809
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1327390444856
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390448122
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390448294
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390448450
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390448606
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390448778
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390448950
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390449106
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineDown",1327390449262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327390451809
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1327390453684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390455340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390720778
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1327390722528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327390727637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327391154200
